Seq,Date,Open,High,Low,Close,Volume,Ticker,Win_Count,Win_Loss,MA_50,MA_100,MA_200,Yin_Yang,Fluctuation,Risk_Group
11467,2023-08-24,77.25,78.13999938964844,76.29000091552734,76.33000183105469,4793900,GILD,0,1,77.482,78.9033,81.3813,Yin,0.0242,high-risk
11468,2023-08-25,76.61000061035156,77.19000244140625,76.06999969482422,76.86000061035156,3773300,GILD,0,1,77.4602,78.8395,81.3583,Yang,0.0147,high-risk
11469,2023-08-28,77.29000091552734,77.48999786376953,76.62999725341797,77.04000091552734,2783500,GILD,0,1,77.421,78.7887,81.3323,Yin,0.0112,high-risk
11470,2023-08-29,77.25,78.25,77.05000305175781,78.20999908447266,4156300,GILD,0,1,77.408,78.7343,81.3118,Yang,0.0156,high-risk
11471,2023-08-30,78.22000122070312,78.5,77.52999877929688,77.66000366210938,3297900,GILD,0,1,77.407,78.6772,81.2871,Yin,0.0125,high-risk
11472,2023-08-31,77.27999877929688,77.41000366210938,76.23999786376953,76.4800033569336,9200000,GILD,0,1,77.3844,78.616,81.2604,Yin,0.0153,high-risk
11473,2023-09-01,77.22000122070312,77.41000366210938,76.47000122070312,76.6500015258789,2993000,GILD,0,1,77.3552,78.5571,81.2294,Yin,0.0123,high-risk
11474,2023-09-05,76.94999694824219,77.0,75.12999725341797,75.16000366210938,6045600,GILD,0,1,77.309,78.4871,81.1902,Yin,0.0249,high-risk
11475,2023-09-06,75.12000274658203,75.13999938964844,73.25,74.23999786376953,5753800,GILD,0,1,77.2626,78.3968,81.147,Yin,0.0258,high-risk
11476,2023-09-07,74.62000274658203,74.76000213623047,73.70999908447266,73.94000244140625,6586100,GILD,0,1,77.2212,78.3062,81.0986,Yin,0.0142,high-risk
11477,2023-09-08,76.12000274658203,76.5999984741211,75.05000305175781,76.0,6695200,GILD,0,1,77.2176,78.2299,81.0605,Yin,0.0207,high-risk
11478,2023-09-11,76.05000305175781,77.16999816894531,76.0,77.04000091552734,8053800,GILD,0,1,77.2382,78.1625,81.0239,Yang,0.0154,high-risk
11479,2023-09-12,76.98999786376953,77.2300033569336,76.27999877929688,76.80000305175781,4181200,GILD,0,1,77.2328,78.0894,80.9818,Yin,0.0125,high-risk
11700,2023-07-31,62.70000076293945,63.849998474121094,62.665000915527344,63.689998626708984,1093800,GFS,0,1,61.5698,62.5118,61.3843,Yang,0.0189,low-risk
11701,2023-08-01,63.33000183105469,63.689998626708984,62.20000076293945,62.22999954223633,848400,GFS,0,1,61.6766,62.459,61.4458,Yin,0.024,low-risk
11702,2023-08-02,61.209999084472656,61.209999084472656,59.77000045776367,60.349998474121094,1455300,GFS,0,1,61.7442,62.3985,61.4951,Yin,0.0241,low-risk
11703,2023-08-03,59.4900016784668,60.06999969482422,58.79999923706055,59.65999984741211,1499000,GFS,0,1,61.7894,62.3531,61.5532,Yang,0.0216,low-risk
11704,2023-08-04,59.459999084472656,59.88999938964844,58.45000076293945,58.77000045776367,2299600,GFS,0,1,61.8144,62.3003,61.5985,Yin,0.0246,low-risk
11705,2023-08-07,59.20000076293945,59.71699905395508,58.4900016784668,59.150001525878906,2122000,GFS,0,1,61.8872,62.2333,61.6324,Yin,0.021,low-risk
11706,2023-08-08,55.790000915527344,60.494998931884766,55.650001525878906,60.130001068115234,3800200,GFS,6,0,61.9616,62.1871,61.6698,Yang,0.0871,low-risk
11707,2023-08-09,59.72999954223633,60.15999984741211,58.790000915527344,59.209999084472656,1635100,GFS,0,1,61.9448,62.1115,61.6995,Yin,0.0233,low-risk
11708,2023-08-10,60.0,60.709999084472656,58.31999969482422,58.4900016784668,944200,GFS,0,1,61.9008,62.0318,61.7155,Yin,0.041,low-risk
11709,2023-08-11,57.2400016784668,57.279998779296875,55.70000076293945,56.880001068115234,2487000,GFS,0,1,61.8718,61.9197,61.7061,Yin,0.0284,low-risk
11710,2023-08-14,56.66999816894531,58.20000076293945,56.13999938964844,58.189998626708984,962100,GFS,0,1,61.8486,61.8132,61.705,Yang,0.0367,low-risk
11711,2023-08-15,57.689998626708984,57.94499969482422,56.72999954223633,57.16999816894531,817300,GFS,0,1,61.8086,61.7023,61.7051,Yin,0.0214,low-risk
11712,2023-08-16,56.849998474121094,57.31999969482422,55.95000076293945,55.95000076293945,1083400,GFS,0,1,61.795,61.5644,61.7065,Yin,0.0245,low-risk
11713,2023-08-17,56.08000183105469,56.20000076293945,54.595001220703125,54.650001525878906,1583000,GFS,4,0,61.74,61.4204,61.6935,Yin,0.0294,low-risk
11714,2023-08-18,54.349998474121094,54.54999923706055,52.97999954223633,53.90999984741211,1736100,GFS,9,0,61.6342,61.2815,61.6796,Yin,0.0296,low-risk
11715,2023-08-21,53.83000183105469,55.220001220703125,53.65999984741211,54.970001220703125,1267600,GFS,14,0,61.5456,61.1687,61.6694,Yang,0.0291,low-risk
11716,2023-08-22,55.66999816894531,55.73500061035156,53.2400016784668,54.029998779296875,1005900,GFS,4,0,61.4376,61.0148,61.6577,Yin,0.0469,low-risk
11717,2023-08-23,53.90999984741211,55.06999969482422,53.43000030517578,54.630001068115234,2268900,GFS,13,0,61.2842,60.8555,61.6674,Yang,0.0307,low-risk
11718,2023-08-24,55.279998779296875,55.279998779296875,52.04999923706055,52.16999816894531,1992800,GFS,5,0,61.0698,60.6554,61.6574,Yin,0.0621,low-risk
11719,2023-08-25,52.5,52.79999923706055,51.40999984741211,52.52000045776367,1275600,GFS,21,0,60.8706,60.4735,61.6386,Yang,0.027,low-risk
11720,2023-08-28,53.209999084472656,53.400001525878906,52.310001373291016,52.7400016784668,841800,GFS,17,0,60.6666,60.3075,61.5967,Yin,0.0208,low-risk
11721,2023-08-29,52.119998931884766,54.77000045776367,51.95000076293945,54.529998779296875,1569900,GFS,26,0,60.508,60.1906,61.5644,Yang,0.0543,low-risk
11722,2023-08-30,54.349998474121094,55.064998626708984,53.80699920654297,54.689998626708984,820200,GFS,11,0,60.3648,60.0685,61.5243,Yang,0.0234,low-risk
11723,2023-08-31,54.4900016784668,55.470001220703125,54.34000015258789,55.25,849800,GFS,7,0,60.281,59.9435,61.4767,Yang,0.0208,low-risk
11724,2023-09-01,55.79999923706055,55.95000076293945,55.02000045776367,55.439998626708984,878900,GFS,4,0,60.1976,59.8209,61.4288,Yin,0.0169,low-risk
11725,2023-09-05,55.27000045776367,56.45000076293945,54.900001525878906,56.150001525878906,831900,GFS,5,0,60.1668,59.7218,61.3766,Yang,0.0282,low-risk
11726,2023-09-06,56.029998779296875,56.689998626708984,55.209999084472656,55.779998779296875,828600,GFS,4,0,60.0852,59.6203,61.3343,Yin,0.0268,low-risk
11727,2023-09-07,54.54999923706055,56.66999816894531,54.33000183105469,56.529998779296875,1712900,GFS,7,0,59.9592,59.5271,61.2838,Yang,0.0431,low-risk
11728,2023-09-08,56.59000015258789,58.459999084472656,56.54999923706055,57.9900016784668,2073900,GFS,1,0,59.8596,59.4545,61.2365,Yang,0.0338,low-risk
11729,2023-09-11,58.56999969482422,59.189998626708984,57.47999954223633,59.0099983215332,1441300,GFS,0,1,59.778,59.3934,61.2012,Yang,0.0297,low-risk
11730,2023-09-12,58.650001525878906,60.599998474121094,58.5099983215332,60.06999969482422,1631300,GFS,0,1,59.6878,59.3543,61.1649,Yang,0.0357,low-risk
11951,2023-07-31,195.1199951171875,195.50999450683594,193.4199981689453,194.1300048828125,3446400,HON,0,1,201.4866,197.4606,201.2266,Yin,0.0108,high-risk
11952,2023-08-01,193.35000610351562,194.8000030517578,192.9600067138672,193.47999572753906,3973100,HON,0,1,201.3912,197.4397,201.3301,Yang,0.0095,high-risk
11953,2023-08-02,193.89999389648438,195.3000030517578,192.39999389648438,192.89999389648438,2997600,HON,0,1,201.3022,197.4399,201.4068,Yin,0.0151,high-risk
11954,2023-08-03,192.77999877929688,192.89999389648438,190.4600067138672,190.50999450683594,2508900,HON,0,1,201.1738,197.4117,201.4886,Yin,0.0128,high-risk
11955,2023-08-04,191.25999450683594,191.82000732421875,188.80999755859375,189.2100067138672,2408300,HON,0,1,201.0586,197.3728,201.5494,Yin,0.0159,high-risk
11956,2023-08-07,190.11000061035156,190.6699981689453,188.60000610351562,189.60000610351562,2842700,HON,0,1,201.0134,197.3391,201.598,Yin,0.011,high-risk
11957,2023-08-08,188.60000610351562,188.60000610351562,186.57000732421875,187.64999389648438,3261700,HON,0,1,200.921,197.3344,201.6399,Yin,0.0109,high-risk
11958,2023-08-09,187.0500030517578,190.27000427246094,187.0,189.24000549316406,3224700,HON,0,1,200.8308,197.3354,201.6979,Yang,0.0175,high-risk
11959,2023-08-10,188.22000122070312,190.6199951171875,188.05999755859375,188.74000549316406,2811700,HON,0,1,200.7146,197.3764,201.7275,Yang,0.0136,high-risk
11960,2023-08-11,188.1999969482422,191.44000244140625,188.1999969482422,190.6699981689453,2700000,HON,0,1,200.696,197.3843,201.7464,Yang,0.0172,high-risk
11961,2023-08-14,190.9499969482422,191.80999755859375,189.16000366210938,189.50999450683594,2444200,HON,0,1,200.609,197.3678,201.7457,Yin,0.014,high-risk
11962,2023-08-15,187.97999572753906,188.4199981689453,186.55999755859375,187.8000030517578,2252000,HON,0,1,200.388,197.3742,201.7333,Yin,0.01,high-risk
11963,2023-08-16,187.64999389648438,188.5,186.41000366210938,186.49000549316406,2241300,HON,0,1,200.1742,197.3699,201.6833,Yin,0.0112,high-risk
11964,2023-08-17,187.4600067138672,188.22000122070312,185.97999572753906,185.97999572753906,2480900,HON,0,1,199.967,197.3481,201.5886,Yin,0.012,high-risk
11965,2023-08-18,185.19000244140625,187.55999755859375,185.07000732421875,186.5800018310547,2053700,HON,0,1,199.7308,197.334,201.5014,Yang,0.0135,high-risk
11966,2023-08-21,186.00999450683594,187.3000030517578,185.4199981689453,186.9499969482422,1930800,HON,0,1,199.5068,197.3243,201.4206,Yang,0.0101,high-risk
11967,2023-08-22,187.35000610351562,187.5,185.5500030517578,186.00999450683594,1713000,HON,0,1,199.2692,197.2937,201.3483,Yin,0.0105,high-risk
11968,2023-08-23,186.5,187.57000732421875,186.14999389648438,187.0800018310547,1899300,HON,0,1,199.0408,197.2733,201.2618,Yang,0.0076,high-risk
11969,2023-08-24,186.94000244140625,188.7899932861328,185.11000061035156,185.16000366210938,2391400,HON,0,1,198.7218,197.2137,201.1483,Yin,0.0199,high-risk
11970,2023-08-25,185.6199951171875,187.1699981689453,184.5800018310547,186.3000030517578,1943900,HON,0,1,198.4374,197.1439,201.031,Yang,0.014,high-risk
11971,2023-08-28,188.44000244140625,189.63999938964844,187.1199951171875,187.8800048828125,1941100,HON,0,1,198.1204,197.1133,200.9136,Yin,0.0135,high-risk
11972,2023-08-29,187.8800048828125,189.82000732421875,187.35000610351562,189.52000427246094,2180500,HON,0,1,197.8514,197.1142,200.818,Yang,0.0132,high-risk
11973,2023-08-30,189.52000427246094,190.6999969482422,187.7100067138672,188.55999755859375,2206800,HON,0,1,197.6146,197.0952,200.6868,Yin,0.0159,high-risk
11974,2023-08-31,188.4499969482422,189.39999389648438,187.9199981689453,187.94000244140625,2598500,HON,0,1,197.3374,197.0578,200.5629,Yin,0.0079,high-risk
11975,2023-09-01,189.02000427246094,189.49000549316406,187.5399932861328,188.38999938964844,1595800,HON,0,1,197.0922,197.0198,200.4398,Yin,0.0104,high-risk
11976,2023-09-05,188.5800018310547,188.8000030517578,185.6199951171875,185.6999969482422,2229100,HON,0,1,196.8044,196.9445,200.2912,Yin,0.0171,high-risk
11977,2023-09-06,185.0399932861328,185.8300018310547,183.6300048828125,184.50999450683594,2228800,HON,0,1,196.443,196.8306,200.1437,Yin,0.012,high-risk
11978,2023-09-07,184.75,185.8300018310547,183.22999572753906,184.1199951171875,2086200,HON,0,1,196.0586,196.7063,199.9918,Yin,0.0142,high-risk
11979,2023-09-08,183.8000030517578,184.99000549316406,183.4199981689453,184.52000427246094,1769700,HON,0,1,195.699,196.5729,199.8417,Yang,0.0086,high-risk
11980,2023-09-11,185.92999267578125,186.63999938964844,184.75,186.2100067138672,2115400,HON,0,1,195.2938,196.4657,199.69,Yang,0.0102,high-risk
11981,2023-09-12,186.19000244140625,189.94000244140625,185.97000122070312,189.2100067138672,3667500,HON,0,1,194.928,196.3797,199.5422,Yang,0.0213,high-risk
12202,2023-07-31,553.7100219726562,556.0399780273438,547.9000244140625,554.72998046875,501900,IDXX,0,1,497.9632,490.0753,460.6958,Yang,0.0149,high-risk
12203,2023-08-01,534.5999755859375,545.0,522.719970703125,532.2999877929688,674200,IDXX,0,1,498.768,490.5761,461.7167,Yin,0.0426,high-risk
12204,2023-08-02,527.8800048828125,530.2899780273438,510.7200012207031,519.1799926757812,764500,IDXX,0,1,499.3896,491.0451,462.6365,Yin,0.0383,high-risk
12205,2023-08-03,516.8400268554688,519.0,507.0299987792969,507.7699890136719,438100,IDXX,0,1,499.82,491.5742,463.5522,Yin,0.0236,high-risk
12206,2023-08-04,508.3500061035156,509.8999938964844,502.9599914550781,504.0799865722656,428300,IDXX,0,1,500.68,492.0058,464.3751,Yin,0.0138,high-risk
12207,2023-08-07,504.7200012207031,510.0,504.0299987792969,508.3399963378906,332300,IDXX,0,1,501.5766,492.375,465.206,Yang,0.0118,high-risk
12208,2023-08-08,504.3900146484375,511.44000244140625,500.6099853515625,509.760009765625,396200,IDXX,0,1,502.6106,492.8229,466.0774,Yang,0.0216,high-risk
12209,2023-08-09,509.4599914550781,521.6199951171875,507.9599914550781,518.75,585400,IDXX,0,1,503.6068,493.2693,467.0151,Yang,0.0269,high-risk
12210,2023-08-10,521.22998046875,522.4500122070312,505.3699951171875,507.489990234375,406800,IDXX,0,1,504.4322,493.6306,467.8643,Yin,0.0338,high-risk
12211,2023-08-11,502.6600036621094,508.6400146484375,501.5299987792969,505.510009765625,324800,IDXX,0,1,505.247,493.8531,468.6672,Yang,0.0142,high-risk
12212,2023-08-14,509.1400146484375,510.94000244140625,506.3800048828125,507.70001220703125,295700,IDXX,0,1,506.0042,493.9761,469.4439,Yin,0.009,high-risk
12213,2023-08-15,506.010009765625,512.9099731445312,505.5,509.3699951171875,297900,IDXX,0,1,506.775,494.3195,470.1993,Yang,0.0147,high-risk
12214,2023-08-16,509.8699951171875,511.989990234375,499.2300109863281,499.54998779296875,264300,IDXX,0,1,507.4604,494.5276,470.9163,Yin,0.0256,high-risk
12215,2023-08-17,500.0,500.1700134277344,485.3800048828125,486.4200134277344,390500,IDXX,0,1,507.9982,494.5367,471.527,Yin,0.0305,high-risk
12216,2023-08-18,482.20001220703125,485.7799987792969,481.32000732421875,483.7300109863281,332900,IDXX,0,1,508.6588,494.4835,472.1473,Yang,0.0093,high-risk
12217,2023-08-21,483.6700134277344,485.17999267578125,477.54998779296875,481.9700012207031,418200,IDXX,0,1,509.2382,494.4218,472.5825,Yin,0.016,high-risk
12218,2023-08-22,482.4599914550781,489.3500061035156,481.94000244140625,488.3500061035156,326000,IDXX,0,1,509.9878,494.4291,473.161,Yang,0.0154,high-risk
12219,2023-08-23,489.6499938964844,506.29998779296875,489.6499938964844,503.0299987792969,543900,IDXX,0,1,510.8388,494.5239,473.8302,Yang,0.034,high-risk
12220,2023-08-24,505.9599914550781,508.44000244140625,486.010009765625,486.0199890136719,390500,IDXX,0,1,511.1898,494.3833,474.4014,Yin,0.0462,high-risk
12221,2023-08-25,488.0400085449219,494.30999755859375,482.82000732421875,492.67999267578125,242800,IDXX,0,1,511.704,494.4174,474.9388,Yang,0.0238,high-risk
12222,2023-08-28,498.1700134277344,500.3699951171875,491.0899963378906,493.0799865722656,250500,IDXX,0,1,511.9372,494.5081,475.4897,Yin,0.0189,high-risk
12223,2023-08-29,493.9700012207031,512.02001953125,491.3900146484375,511.489990234375,334800,IDXX,0,1,512.5064,494.8561,476.1477,Yang,0.042,high-risk
12224,2023-08-30,511.5,518.469970703125,509.6000061035156,510.80999755859375,232100,IDXX,0,1,513.0782,495.239,476.6215,Yin,0.0174,high-risk
12225,2023-08-31,511.8900146484375,514.3800048828125,508.20001220703125,511.4100036621094,958400,IDXX,0,1,513.59,495.5809,476.9722,Yin,0.0122,high-risk
12226,2023-09-01,516.0599975585938,516.0599975585938,507.05999755859375,511.2900085449219,245100,IDXX,0,1,514.0014,495.9125,477.3885,Yin,0.0177,high-risk
12227,2023-09-05,507.989990234375,507.989990234375,495.760009765625,496.010009765625,342200,IDXX,0,1,514.166,496.1636,477.6966,Yin,0.0247,high-risk
12228,2023-09-06,490.1000061035156,492.5299987792969,483.5,487.9599914550781,440600,IDXX,0,1,514.2888,496.2431,478.006,Yin,0.0187,high-risk
12229,2023-09-07,488.25,488.260009765625,476.1300048828125,477.2099914550781,600300,IDXX,0,1,514.149,496.1903,478.3399,Yin,0.0255,high-risk
12230,2023-09-08,476.44000244140625,478.2699890136719,463.75,465.7900085449219,519200,IDXX,0,1,513.638,496.033,478.5994,Yin,0.0313,high-risk
12231,2023-09-11,469.260009765625,472.25,466.07000732421875,471.510009765625,411300,IDXX,0,1,513.1784,495.9269,478.8925,Yang,0.0133,high-risk
12232,2023-09-12,465.7900085449219,475.2200012207031,464.3599853515625,470.1199951171875,369700,IDXX,0,1,512.5362,495.7511,479.1824,Yang,0.0234,high-risk
12453,2023-07-31,192.44000244140625,193.0,190.47000122070312,192.14999389648438,1252800,ILMN,0,1,195.1332,205.8719,208.3871,Yin,0.0133,high-risk
12454,2023-08-01,189.80999755859375,190.44000244140625,185.25,189.2899932861328,891800,ILMN,0,1,194.8932,205.6845,208.3422,Yin,0.028,high-risk
12455,2023-08-02,187.6199951171875,190.44000244140625,186.1699981689453,189.55999755859375,1156600,ILMN,0,1,194.5872,205.5542,208.2768,Yang,0.0229,high-risk
12456,2023-08-03,189.02000427246094,189.6699981689453,183.74000549316406,185.33999633789062,1105200,ILMN,0,1,194.117,205.4675,208.2069,Yin,0.0323,high-risk
12457,2023-08-04,185.3300018310547,189.0,184.80999755859375,187.6699981689453,1327900,ILMN,0,1,193.783,205.0748,208.1097,Yang,0.0227,high-risk
12458,2023-08-07,187.77999877929688,189.19000244140625,185.7100067138672,187.22000122070312,1075900,ILMN,0,1,193.2744,204.6882,208.0024,Yin,0.0187,high-risk
12459,2023-08-08,185.55999755859375,186.52000427246094,182.36000061035156,186.16000366210938,934000,ILMN,0,1,193.127,204.2683,207.9096,Yang,0.0228,high-risk
12460,2023-08-09,186.5500030517578,189.61000061035156,184.17999267578125,184.49000549316406,1569000,ILMN,0,1,192.899,203.8637,207.7888,Yin,0.0295,high-risk
12461,2023-08-10,178.9499969482422,195.63999938964844,175.80999755859375,185.1199951171875,3200200,ILMN,1,0,192.7112,203.4694,207.6144,Yang,0.1128,high-risk
12462,2023-08-11,182.6199951171875,182.6699981689453,177.02999877929688,180.47999572753906,2108800,ILMN,0,1,192.3878,203.0765,207.4139,Yin,0.0319,high-risk
12463,2023-08-14,178.30999755859375,179.44000244140625,174.35000610351562,175.13999938964844,1801700,ILMN,0,1,191.9088,202.6118,207.139,Yin,0.0292,high-risk
12464,2023-08-15,173.5,178.44000244140625,172.2899932861328,176.02000427246094,1307500,ILMN,0,1,191.283,202.2002,206.8324,Yang,0.0357,high-risk
12465,2023-08-16,174.1999969482422,174.52000427246094,169.47000122070312,169.5399932861328,1436700,ILMN,0,1,190.4626,201.7261,206.4958,Yin,0.0298,high-risk
12466,2023-08-17,168.86000061035156,172.69000244140625,167.8800048828125,169.7100067138672,990200,ILMN,0,1,189.7954,201.2232,206.1793,Yang,0.0287,high-risk
12467,2023-08-18,167.7100067138672,169.55999755859375,166.0,167.22000122070312,996600,ILMN,0,1,189.0932,200.7172,205.8713,Yin,0.0214,high-risk
12468,2023-08-21,166.0500030517578,168.4199981689453,165.55999755859375,167.41000366210938,886400,ILMN,0,1,188.387,200.2529,205.6127,Yang,0.0173,high-risk
12469,2023-08-22,167.0399932861328,167.82000732421875,162.61000061035156,162.94000244140625,1181800,ILMN,0,1,187.6352,199.662,205.3725,Yin,0.032,high-risk
12470,2023-08-23,164.38999938964844,165.05999755859375,162.6199951171875,163.94000244140625,1136000,ILMN,0,1,186.7512,199.0488,205.1326,Yin,0.015,high-risk
12471,2023-08-24,163.97000122070312,164.0,159.5,159.60000610351562,1042100,ILMN,0,1,185.8064,198.3193,204.8088,Yin,0.0282,high-risk
12472,2023-08-25,159.0,160.3300018310547,157.8699951171875,158.0800018310547,913800,ILMN,0,1,184.8712,197.5999,204.5133,Yin,0.0156,high-risk
12473,2023-08-28,159.0,161.75999450683594,157.82000732421875,158.1999969482422,977700,ILMN,0,1,183.8364,196.8797,204.2141,Yin,0.025,high-risk
12474,2023-08-29,158.72000122070312,162.2100067138672,157.91000366210938,161.92999267578125,1125500,ILMN,1,0,182.9576,196.1898,203.9444,Yang,0.0272,high-risk
12475,2023-08-30,161.69000244140625,166.39999389648438,161.61000061035156,166.05999755859375,979700,ILMN,0,1,182.2362,195.5505,203.5743,Yang,0.0296,high-risk
12476,2023-08-31,167.3000030517578,168.27000427246094,165.0800018310547,165.22000122070312,1538000,ILMN,0,1,181.5432,194.9056,203.1867,Yin,0.0193,high-risk
12477,2023-09-01,168.72000122070312,171.5,167.38999938964844,168.4600067138672,996200,ILMN,0,1,180.8694,194.3126,202.8561,Yin,0.0246,high-risk
12478,2023-09-05,167.72999572753906,167.7899932861328,158.67999267578125,159.42999267578125,1908500,ILMN,0,1,180.0246,193.6381,202.4608,Yin,0.0574,high-risk
12479,2023-09-06,159.5,162.32000732421875,157.57000732421875,159.99000549316406,2668700,ILMN,0,1,179.3868,192.9113,202.1018,Yang,0.0301,high-risk
12480,2023-09-07,158.91000366210938,159.7899932861328,156.13999938964844,158.85000610351562,1723100,ILMN,0,1,178.8952,192.2197,201.7727,Yin,0.0234,high-risk
12481,2023-09-08,158.3000030517578,162.16000366210938,157.67999267578125,158.36000061035156,1552100,ILMN,0,1,178.3722,191.5036,201.4617,Yang,0.0284,high-risk
12482,2023-09-11,159.27999877929688,159.27999877929688,154.4499969482422,154.75,1570800,ILMN,0,1,177.7574,190.7683,201.1134,Yin,0.0313,high-risk
12483,2023-09-12,153.05999755859375,154.0,149.4600067138672,150.42999267578125,1793700,ILMN,0,1,177.0162,189.9565,200.7547,Yin,0.0304,high-risk
12493,2023-09-26,130.8000030517578,131.14999389648438,127.37000274658203,128.91000366210938,1402600,ILMN,1,0,167.6764,182.7453,196.9656,Yin,0.0297,high-risk
12494,2023-09-27,130.02000427246094,133.60000610351562,130.02000427246094,133.3000030517578,2590300,ILMN,1,0,166.7358,182.1153,196.58,Yang,0.0275,high-risk
12495,2023-09-28,130.41000366210938,133.8800048828125,129.97000122070312,132.35000610351562,2049300,ILMN,1,0,165.6922,181.4422,196.2136,Yang,0.0301,high-risk
12704,2023-07-31,36.869998931884766,37.189998626708984,35.66999816894531,35.77000045776367,55630700,INTC,0,1,32.732,31.4531,29.7211,Yin,0.0426,low-risk
12705,2023-08-01,35.81999969482422,36.02000045776367,35.279998779296875,35.79999923706055,24702200,INTC,3,0,32.8544,31.5513,29.7734,Yin,0.021,low-risk
12706,2023-08-02,35.150001525878906,35.18000030517578,34.279998779296875,34.38999938964844,39052000,INTC,5,0,32.9436,31.6308,29.8133,Yin,0.0263,low-risk
12707,2023-08-03,34.290000915527344,35.029998779296875,34.130001068115234,34.869998931884766,24817900,INTC,8,0,33.0354,31.7073,29.8581,Yang,0.0264,low-risk
12708,2023-08-04,34.47999954223633,35.560001373291016,34.47999954223633,35.13999938964844,26664300,INTC,8,0,33.148,31.7892,29.9017,Yang,0.0313,low-risk
12709,2023-08-07,35.40999984741211,35.54999923706055,34.75,35.22999954223633,22486900,INTC,8,0,33.2726,31.8614,29.9485,Yin,0.023,low-risk
12710,2023-08-08,34.66999816894531,35.099998474121094,33.86000061035156,35.02000045776367,34753600,INTC,9,0,33.425,31.9275,29.9936,Yang,0.0366,low-risk
12711,2023-08-09,35.0,35.099998474121094,34.22999954223633,34.279998779296875,28720200,INTC,9,0,33.5306,31.9685,30.0346,Yin,0.0254,low-risk
12712,2023-08-10,34.70000076293945,35.09000015258789,34.47999954223633,34.68000030517578,30957300,INTC,9,0,33.6244,32.0172,30.0731,Yin,0.0177,low-risk
12713,2023-08-11,34.459999084472656,34.95000076293945,34.36000061035156,34.88999938964844,28752000,INTC,10,0,33.6934,32.0745,30.1117,Yang,0.0172,low-risk
12714,2023-08-14,34.66999816894531,35.709999084472656,34.470001220703125,35.68000030517578,36896100,INTC,9,0,33.7844,32.1467,30.153,Yang,0.036,low-risk
12715,2023-08-15,35.40999984741211,35.630001068115234,34.75,34.77000045776367,27420300,INTC,8,0,33.8536,32.2131,30.1908,Yin,0.0253,low-risk
12716,2023-08-16,34.52000045776367,34.630001068115234,33.459999084472656,33.529998779296875,35757300,INTC,10,0,33.927,32.2581,30.2271,Yin,0.035,low-risk
12717,2023-08-17,33.560001373291016,33.59000015258789,32.349998474121094,32.58000183105469,39906700,INTC,13,0,33.9594,32.2903,30.2447,Yin,0.0383,low-risk
12718,2023-08-18,32.22999954223633,32.90999984741211,32.18000030517578,32.75,23692300,INTC,19,0,33.9888,32.326,30.2663,Yang,0.0227,low-risk
12719,2023-08-21,32.599998474121094,33.16999816894531,32.02000045776367,33.13999938964844,43718200,INTC,18,0,34.0152,32.3645,30.2905,Yang,0.0359,low-risk
12720,2023-08-22,33.220001220703125,33.79999923706055,32.83000183105469,32.88999938964844,23434200,INTC,16,0,34.0462,32.3782,30.3178,Yin,0.0295,low-risk
12721,2023-08-23,32.880001068115234,34.150001525878906,32.79999923706055,33.97999954223633,32324300,INTC,19,0,34.0644,32.3971,30.3508,Yang,0.0412,low-risk
12722,2023-08-24,33.720001220703125,34.09000015258789,32.4900016784668,32.59000015258789,37931000,INTC,14,0,34.038,32.3963,30.3727,Yin,0.0492,low-risk
12723,2023-08-25,32.529998779296875,33.400001525878906,32.349998474121094,33.25,27324800,INTC,22,0,33.9914,32.3999,30.3969,Yang,0.0325,low-risk
12724,2023-08-28,33.5,33.779998779296875,33.209999084472656,33.619998931884766,22341800,INTC,16,0,33.9474,32.4051,30.4226,Yang,0.0172,low-risk
12725,2023-08-29,33.4900016784668,34.47999954223633,33.470001220703125,34.310001373291016,29943600,INTC,18,0,33.9062,32.4199,30.4566,Yang,0.0302,low-risk
12726,2023-08-30,34.060001373291016,34.65999984741211,33.779998779296875,34.529998779296875,26279200,INTC,12,0,33.8968,32.4371,30.4804,Yang,0.0261,low-risk
12727,2023-08-31,34.31999969482422,35.560001373291016,34.29999923706055,35.13999938964844,48157600,INTC,10,0,33.9416,32.4633,30.504,Yang,0.0367,low-risk
12728,2023-09-01,35.790000915527344,36.75,35.72999954223633,36.61000061035156,43782600,INTC,5,0,34.0196,32.5059,30.5353,Yang,0.0285,low-risk
12729,2023-09-05,36.58000183105469,37.40999984741211,36.459999084472656,36.709999084472656,43379400,INTC,1,0,34.0938,32.5528,30.5653,Yang,0.0261,low-risk
12730,2023-09-06,36.560001373291016,37.040000915527344,36.029998779296875,36.97999954223633,39643400,INTC,1,0,34.1666,32.6013,30.6025,Yang,0.028,low-risk
12732,2023-09-08,38.119998931884766,38.83000183105469,37.709999084472656,38.0099983215332,44255200,INTC,0,1,34.337,32.7229,30.6847,Yin,0.0297,low-risk
12733,2023-09-11,38.2400016784668,38.7400016784668,37.84000015258789,38.59000015258789,36349300,INTC,0,1,34.4506,32.7905,30.7329,Yang,0.0238,low-risk
12734,2023-09-12,38.650001525878906,40.06999969482422,38.650001525878906,38.86000061035156,55326600,INTC,0,1,34.559,32.8676,30.7781,Yang,0.0367,low-risk
12743,2023-09-25,34.0,34.369998931884766,33.77000045776367,34.290000915527344,21729400,INTC,2,0,35.1672,33.4442,31.0965,Yang,0.0178,low-risk
